,headline,date,final_news,url
32,ज्याकसनया मृत्युइ चिकित्सक दोषी ,"Tue Nov 8, 2011  7:30 pm",नांजाम्ह पप स्टार माइकल ज्याकसनया मदुगुया जिम्मेवार ज्याकसनया हे नीजि चिकित्सक जूगु ठहर याःगु दु । निन्हु तक न्ह्याःगु बहस लिपा ज्याक्सनया नीजि चिकित्सक डाक्टर कोर्नोड मुर्रे दोषी जूगु ठहर लस ऐजेल्स अदालतं याःगु दु । सन् २००९ जुन २५य् मदुम्ह ज्याक्सनयात शक्तिशाली बेहोस जुइगु वासःएनस्थिसि प्रोपोपोल बिउगु खः । अदालतया उगु फैसला लिपा आः ५८दँया मुर्रेयात प्यदँया जेल सजाय सहित वया डाक्टरया लाइसेन्स रद्द याइगु धाःगु दु । जेलय् छ्वयाबिउम्ह मुर्रेयात नोभेम्बर २९ तारिख कुन्हु सजाय न्यंकीगु जूगु दु ।,https://www.nepalmandal.com/content/17131.html
33,राष्ट्रसंघया रिपोर्ट प्रति इरानया आपत्ति ,"Wed Nov 9, 2011  8:06 pm",इरानं थःगु परमाणु विकास ज्याझ्वः बारे संयुक्त राष्ट्र संघीय संस्था आइ.ए.इ.एं. न्ह्यब्वःगु रिर्पोट प्रति आपत्ति प्वंकूगु दु । आइ.ए.इ.एं. इरानय् परमाणु ल्वाभः दयेकाच्वंगु आशंका सहितया रिर्पोट सार्वजनिक यायेवं इरानं उकिया खण्डन याःगु खः । इरानं परमाणु विकास ज्याझ्वः शान्तिपूर्ण जूगु धासें आइ.ए.इ.ए.या उगु रिपोर्ट राजनितिपाखें प्रेरित जूगु द्वपं तकं बिउगु दु ।,https://www.nepalmandal.com/content/17146.html
34,अमेरिकाया नेभाडा राज्यया जंगलय् तच्वःगु आग्लागी ,"Sat Nov 19, 2011  8:16 am",संरा अमेरिकाया नेभाडा राज्यया जंगलय् शुक्रवाः तःधंगु मिं नःगु दु । मिं नयाः नीन्याखा मल्याक छेँ ध्वस्त जूगु दुसा झिद्वः मनूतय्‌सं छेँ त्वःता वंगु दु । चान्हय्‌निसें न्यंगु मिं यानाः निद्वः एकर मल्याक क्षेत्रफल प्रभावित जूगु दु । मिँ स्यायेत अन आः मनूत सक्रिय रुपं परिचालन जुयाच्वंगु दु । थुकिया दथुइ अनया गभर्नरं संकटकालया घोषणा याःगु दु ।,https://www.nepalmandal.com/content/17301.html
35,"टर्कीइ ५.६ रेक्टर स्केलया भुखाय्, गुम्ह सित ","Thu Nov 10, 2011  7:38 pm",पूर्वी टर्कीइ ५.६ रेक्टर स्केलया भुखाय् ब्वयाः गुम्ह सीगु दु । भ्यान शहरय् च्वंगु खुतःजाःगु होटल क्वःदला खुम्ह सीगु खः । भुखाय्या हुनिं आपालं मनूत भग्नावशेष जूगु होटलया भवनं ल्हानाच्वंगु खँ अधिकारीतय्सं धाःगु दु । उगु होटलय् विपद स्वयसेवक व पत्रकारत च्वनाच्वंगु खः । बुधवाः बहनी वंगु भुखाचं उगु शहरय् नीगू भवन भग्नावशेष जूग खः । भ्यान शहरं १६ किलोमिटर दक्षिणय् केन्द्रबिन्दु दयेकाः भुखाय् ब्वःगु खः । थ्वस्वयां न्ह्यः अक्टोबर महिनाय् नं उगु हे शहरय् ७.२ रेक्टर स्केलया भुखाय् ब्वयाः खुसः मनूत सीगु खः ।,https://www.nepalmandal.com/content/17167.html
36,सुकीं संसदीय चुनावय् ब्वति काइगु ,"Mon Nov 21, 2011  7:56 pm",म्यानमारया प्रजातन्त्रवादी नेत्री आङसाङ सुकीं वइगु संसदया उपनिर्वाचनय् ब्वति काइगु जूगु दु । म्यानमारय् ताःहाकःगु इलंनिसें विखण्डित सुकीया पार्टी नेशनल लिग फर डेमोक्रेटिकं वइगु निर्वाचनय् उम्मेदवारी बिइगु निर्णय यायेवं वय्कलं नं निर्वाचनय् ब्वति कायेगु धयादीगु खः । नेशनल लिग फर डेमोक्रेटिकया प्रवक्ता न्यान विं सुकीं छु जिल्लापाखें प्रतिनिधित्व यायेत्यंगु खः उगु क्वःमछिउनीगु तर वय्कः निर्वाचनय् दनीगु धाःसा पक्का जूगु जानकारी एपी समाचार समितियात बिउगु खः । सन् २०१ या निर्वाचनय् सैनिक सरकारं सुकीयात हे लक्ष्य यानाः एनएलडी पार्टीयात चुनावय् उम्मेदवारी बिइत पंगु खः । म्यानमारय् छुं ई न्ह्यःया न्हूगु निर्वाचन नियम कथं निर्वाचनय् दर्ता याइगु छु नं पार्टीं संसदय् म्होतिं स्वंगू सिटय् ल्वायेमाः । म्यानमारय् च्वयेया सदनय् निसः व नीप्यम्ह दुजः जुइगु व क्वय्या सदनय् प्यसः व पीम्ह दइगु प्रावधान दु ।,https://www.nepalmandal.com/content/17357.html
37,जुजुया विरुद्ध सन्देश छ्वम्हेसित नीदँया जेल सजाँय ,"Wed Nov 23, 2011  5:22 pm",थाइल्याण्डया जुजु भूमिबोलया विरुद्धय् सन्देश (एसएमएस) छ्वम्ह छम्ह थाई नागरिकयात नीदँया जेल सजाँय न्यंकूगु दु । थाइल्याण्डया जुजु भूमिबोल अद्युल्यादेजया मानहानी जुइ कथंया सन्देश छ्वःगु धासें अनया अदालतं बुधवाः उगु सजाँय न्यंकूगु बुखँय् न्ह्यःथनातःगु खः । थाई नागरिक अम्पोन ताङ्गनोपाकुलयात उम्ह मनुखं छ्वःगु उगु सन्देशपाखें अनया जुजुया मानहानी जूगु दाबी यासें अनया अदालतं बुधवाः उगु सजाँय न्यंकूगु धाःगु खः । सन् २०१० या मे महिनाय् उम्ह नागरिकं तत्कालिन प्रधानमन्त्री अभिजित भिजाजिभाया स्वकीय छ्याञ्जेयात वयागु मोबाइल फोनय् उगु सन्देश छ्वःगु खः । बैंककया छगू अपराधिक मुद्दा स्वइम्ह अदालतं वयात थाइल्याण्डय् विद्यमान राजसंस्थाया सम्मान सम्बन्धी कानुन कथं दोषी तायेकूगु धाःगु खः । अदालतं थ्वहे त्वहलय् वयात दोषी तायेकूगु दु व नीदाया सजाँय ब्यूगु दु - वय्कःया वकिल अनोन नामपां धाःगु खः । वय्कःया कथं आः उगु निर्णयया विरुद्ध स्वीन्हुया दुने पुनरावेदन यायेगु नं अधिकार दुगु वकिलया धापू खः । राजतन्त्रात्मक देय् थाईल्याण्डय् जुजुया मानहानी जुइ कथंया ज्वलंत प्रकाशन व प्रशारण यायेत प्रतिबन्ध याःगु दु ।,https://www.nepalmandal.com/content/17392.html
38,अमेरिकापाखें पाकिस्तान समक्ष क्षमायाचना ,"Sun Nov 27, 2011  8:29 pm","अमेरिकाया विदेश मन्त्री हिलारी क्लिन्टनं अमेरिकाया सेनापाखें पाकिस्तानया सेनायात याःगु आक्रमणय् लानाः २५म्ह पाकिस्तानया सेना सीगु विषययात कयाः पाकिस्ताननाप क्षमायाचना याःगु दु । अमेरिकाया विदेशमन्त्री क्लिन्टन व रक्षामन्त्री लियोन पनेटां मंकाः विज्ञप्ती पिथनाः सीपिं सेनाया छेँजःप्रति सम्वेदना प्वंकूगु खः । अमेरिकां पाकिस्ताननापया स्वापु महत्वपूर्ण जूगु खँय् बः बिउगु दु । अफ्गानिस्तानया सिमा नापसं तैनाथ पाकिस्तानया सेनाया क्याम्पय् नेटो सेनां आक्रमण याःगु इलय् २म्ह अधिकारी सहित २५म्ह सैनिकत सीगु खः । आक्रमणय् लानाः मेपिं छगू दर्जन सैनिकत घाःपाः नं जूगु खः । नेटो सेनाया उगु आक्रमण लिपा पाकिस्तानं नेटो सेनानापया राजनीतिक, सैन्य र गुप्तचर ग्वाहालिया विषयसं समिक्षा याइगु जूगु दु ।",https://www.nepalmandal.com/content/17458.html
39,म्यानमारय् नाकाबन्दी चीकेत चीनया इनाप ,"Thu Dec 1, 2011  9:11 pm",चीनं म्यानमारयात तयातःगु नाकाबन्दी चीकेगुपाखे कुतः यायेत विश्व समुदायनाप इनाप याःगु दु । चीनया विदेश मन्त्रालयं ताः ईनिसें हे म्यानमारय् तयातःगु नाकाबन्दी चीकेगु निंतिं विश्व समुदाययात बिहीवाः इनाप याःगु खः । थःगु छगू साझेदार देय्या रुपय् दुगु म्यानमारयात विश्व समुदायया गुलिखय् राष्ट्रतय्सं सैनिक सरकारया रुपय् नाकाबन्दी तयाः वयाच्वंगुलिं उगु विषयलय् पुनर्विचार यायेत चीनं इनाप याःगु खः । बुधवाःनिसें अमेरिकया विदेश मन्त्री हिलारी क्लिन्टनं म्यानमारया औपचारिक भ्रमण न्ह्याकूगु झ्वलय् हे चीनं थ्व इनाप याःगु खः । करिब न्यागू दशक न्ह्यः सुरू जूगु अमेरिका व म्यानमार दथुइया कुटनीतिक स्वापु लिपा न्हापांगु खुसिइ म्यानमारया भ्रमणया निंतिं अमेरिकया विदेश मन्त्री हिलारी क्लिन्टन म्यानमार थ्यंकादीगु खः । 'जिमिसं फुक्क राष्ट्रतय्त म्यानमारय् तयातःगु आर्थिक नाकाबन्दी चीकेगु प्रक्रियाया थालनी यायेगु निंतिं इनाप यानाच्वना' - चीनया विदेश मन्त्रालयया प्रवक्ता होङ लिं बिहीवाः पिथनादीगु विज्ञप्तीइ न्ह्यथनातःगु दु । छुं महिना थुखेनिसें म्यानमारया सरकारं राजनीतिक सुधारया नामय् छुं सुधारया ज्याझ्वःयात न्ह्याकेधुंकाः अमेरिकां नं उकिया लसकुस कथं स्वापू सुदृढीकरणया ज्या न्ह्याकूगु खः । म्यानमारया सैनिक ग्वाहालिया सरकारं प्रजातन्त्रवादी नेतृ आङ साङ सुकीयात तसकं ताःहाकःगु इलंनिसें नजरबन्दय् तयेगुया लिसलिसे प्रजातान्त्रिक ज्यायात नं प्रतिबन्द तःगुलिं उगु देय् दथुइ विश्वया गुलिखय् राष्ट्रं नाकाबन्दी तःगु खः । तर क्लिन्टनया भ्रमणया कारण म्यानमारय् न्ह्यानाच्वंगु मानव अधिकारया ल्वापुया पुनरावलोकन जुइगु व प्रजातान्त्रिक ज्याय् नं तिबः जुइफुगु अपेक्षा विश्व जगतं याःगु दु ।,https://www.nepalmandal.com/content/17526.html
40,बुशयात ज्वनेत एमनेष्टीया अपील ,"Sat Dec 3, 2011  4:10 pm","अन्तर्राष्ट्रिय मानवअधिकारवादी संस्था एमनेष्टी इन्टरनेशनलं अमेरिकाया पुलाम्ह राष्ट्रपति जर्ज डब्लु बुशं अन्तर्राष्ट्रिय यातना उन्मूलन कानुनया उल्लंघन याःगु धासें वय्कःयात ज्वनेत अपील याःगु दु। एचआभी एड्स व क्यान्सर विरुद्ध ल्वय्या सम्बन्धी जनचेतना ब्वलंकेत अफ्रिका थीथी देय्या भ्रमणय् वनेत्यंगु इलय् एमनेष्टीं बुशयात ज्वनेत अफ्रिकी राष्ट्रतय्त अपील याःगु खः । पुलाम्ह राष्ट्रपति बुश वइगु हप्ताय् अफ्रिकाया तान्जानिया, इथियोपिया व जाम्विया वनेगु तयारी यानाच्वनादीगु इलय् बुशयात अन हे ज्वनेत एम्नेष्टीं इनाप याःगु खः । सन् २००२ निसें २००९ तक क्युवाया ग्वान्तानामो बन्दी गृहलय् इराक व अफगानिस्तानया आपालं बन्दीतय्त अमानवीय व्यवहार याःगु व उकीया मू दोषी बुश व वय्कःया प्रशासन जूगु द्वपं एम्नेष्टीं बिउगु दु ।",https://www.nepalmandal.com/content/17544.html
41,दासता उन्मुलनया लागि गुगलपाखें एक करोड डलरया चन्दा ,"Wed Dec 14, 2011  10:39 pm","वर्तमान इलय् न्ह्यानाच्वंगु थीथी कथंया दासता उन्मुलनया लागि नांजाःगु टेक्नोलोजी कम्पनी गुगलं एक करोड १५ लाख डलर चन्दा बिइगु घोषणा याःगु दु । गुगलं थीथी प्रोजेक्टया लागि थ्व चन्दा बिइत्यंगु खः । गुगलया कथं भारतय् जुयाच्वंगु बलजफ्ति कथंया श्रम उन्मुलनया ग्वहालि कथं ३५ लाख डलर, भारतय् शिक्षाया लागि ४५ लाख डलर, विश्व दासता मुक्तिया लागि अमेरिकनतय्त सकि्रय यायेगु ज्या या लागि १८ लाख डलर बिइगु धाःगु दु । बाँकि १७ लाख डलर दासता विरुद्ध ज्या यानाच्वंगु थीथी चिचीधंगु संघसंस्थायात बिइगु खँ नं विक्तप्तिइ न्ह्यथनातःगु दु ।",https://www.nepalmandal.com/content/17713.html
42,जापानया प्रधानमन्त्री उत्तर कोरियाय् ,"Tue Dec 27, 2011  10:36 am",जापानया प्रधानमन्त्री योशिहिको नोदा चीनया भ्रमण क्वचायेकाः उत्तर कोरियाया भ्रमणय् झायादीगु दु । ताः ई तक उत्तर कोरियाया नेतृत्व यानादीम्ह राष्ट्रपति किम जोङ इल मदयेधुंकाः अनया शान्ति व स्थायित्व प्रबद्धन यायेगु ताः तयाः प्रधानमन्त्री योशिहिको नोदां उत्तर कोरियाया भ्रमण यानादीगु खः । राष्ट्रपति किम मदयेधुंकाः कोरिया स्वयां न्ह्यः चीन थ्यंकादीम्ह नोदां कोरियाय् शान्ति व स्थायित्व प्रबद्धन यायेत चीनं नं ग्वाहालि यायेमाःगु बिचाः प्वंकादीगु खः । उत्तर कोरियाया राष्ट्रपति किम जोङ इल मदयेधुंकाः वया हे काय् किम जोङ उनयात उत्तर कोरियाया सर्वोच्च नेता धकाः घोषणा जुइधुंकाः चीन व जापान निगू शक्ति राष्ट्रया प्रमुखतय्सं थुकिया बारे सहलह याःगु खः ।,https://www.nepalmandal.com/content/17900.html
43,सन् २०११या झिंछपाः किपा ,"Sun Jan 1, 2012  11:20 pm",सन् २०११य् हलिंन्यंक आपालं तःतःधंगु घटनात जुल । गनं आर्थिक समस्या जुलसा गनं सरकार विरोधी ततःधंगु प्रदर्शन व छुं छुं थासय् प्राकृतिक प्रकोपं दुःख बिल । थुगु हे दँय् जूगु मू मू घटनाया झिंछपा किपात थन न्ह्यव्याच्वनाः । १. इजिप्टया राष्ट्रपति होसिनि मुकारक विरुद्ध जूगु विद्रोहया झ्वलय् राजधानी काइरोया ताहिर स्क्वायर कब्जा यानाच्वंपिं प्रदर्शनकारीत । इजिप्टय् जनवरी २५ तारिख निसें तत्कालीन सरकार विरुद्ध विद्रोह न्ह्याःगु खः । लखौं मनूतय् प्रदर्शन लिपा मुबारक सरकारं जनताया न्ह्यःने पुलिं चुइमाःगु खः । २. ग्रीसय् तःधंगु प्रदर्शनया बाबजुद नं अनया संसदं आर्थिक मितव्यता सम्बन्धी विधेयकयात पारित यात । ३. उत्तर पूर्वी जापानय् वःगु ८.९ रेक्टर स्केलया भुखाय् व वया लिपा वःगु सुनामिया हुनिं आपालं छेँ बुँ व गां चुइकाः यंकूगु खःसा फुकुसिमा आनविक भट्टीइ तकं क्षति जूगु खः । ४. बेलायतया राजकुमार विलियम्स व केट मिडलटन दथुइ वेस्ट मिनिस्तर एबेय् जूगु इहिपा लिपा बकिंङघाम दरवारया बारदालीइ लसता प्वंकाच्वंगु । उगु इलय् दरवार पिने न्यागू लख शुभ चिन्तकतय्सं निम्हतिपुया सुखी जीवनया कामना याःगु खः । ५. संयुक्त राज्य अमेरिकाया राष्ट्रपति बाराक ओबामां आतंकवादी सञ्जाल अल कायदा प्रमुख बिन लादेनयात पाकिस्तानय् हवाई कारवाही मार्फत स्याःगु भिडियो ह्वाइट हाउसय् प्रत्यक्ष स्वयाच्वंगु । ६. लिबियाया राष्ट्रपति मुअमर गद्दाफी मदुगु लसताय् अनया विद्रोही सैनिक लगायत आपालं जनतातय्सं लसता प्वंकूगु खः । फेबुअरी महिनाय् न्ह्याःगु अनया विद्रोहं खुला लिपा जक राजधानी ट्रिपोलि कब्जा यायेत ताः लाःगु खः । ७. पाकिस्तानया लँ जुयाः अफगानिस्ता वनाच्वंगु नेटोया चिकं दुगु ट्रकयात अनया पृथकतावादी पुचलं च्याकाः बिउगु । नेटोया ट्रक बिना शुल्क पाकिस्तानया लँ जुयाः वनीगु यानाच्वंगुलिं पृथकतावादी पुचलं उकिया विरोध यानावयाच्वंगु खः । ८. अगष्टय् लण्डनय् स्वयन्हुन्यंक जूगु दंगा । उगु इलय् दंगा नियन्त्रण यायेत म्हो जक सुरक्षाकर्मीत छ्यःगु खँ लण्डन महानगरया प्रहरीतय्सं स्वीकार याःगु दु । ९. नर्वेया ओटेया तापुइ गोली चलेजूगु इलय् खुइगुम्ह मनूत सीगु खःसा च्याम्ह मनूत बम विष्फोट जुयाः राजधानी ओस्लोय् मदुगु खः । जुलाई २२य् जूगु हमलाय् मेपिं सच्छि व न्यय्छम्ह घाःपाः जूगु खः । एन्डेरस ब्रेभिक नांया छम्ह मनूखं उगु हमलाया जिम्मा काःगु खःसा वयात प्रहरीं ज्वना कुनातःगु दु । १०. न्यय्दँ थुके थाइल्याण्डय् वःगु बांमलागु खुसिबालं न्यासः स्वयां अप्वः मनूत सीगु खः । स्वला तक वःगु मनसुनी वां अनया उत्तरी भाग अप्वः प्रभावित जूगु खः । ११. भाखाचं छेँ दुनाः ल्हाःम्ह निगू हप्ताया मिसा मचायात उद्दार यानाच्वंपिं उद्दारकर्मीत । टर्कीया इर्किसय् ५.६ रेक्टरया भुखाचं आपलं क्षति याःगु खः ।,https://www.nepalmandal.com/content/17969.html
44,जापानया प्रधानमन्त्री नाओतो कानं पार्टीया नायः पदपाखें राजीनामा ,"Fri Aug 26, 2011  11:40 pm",जापानया प्रधानमन्त्री नाओतो कानं डेमोक्रेटिक पार्टीया नायः पदपाखें राजीनामा ब्यूगु दु । कानया राजीनामालिपा हे जापानया सत्ताधारी डेमोक्रेटिक दल वइगु सोमवा न्हूगु नेतृत्व ल्यइगु जुगु दु । डेमोक्रेटिक पार्टीं वंगु न्यादँया दौरानय् न्याम्ह नेता निर्वाचित यागु दु । जापानय् भुखाचं प्रभाविततय्त प्रधानमन्त्री कानं आश्वस्त यायेमफुगु व उमिगु निितं छु नं ठोस पला न्ह्याकेमफुगु कुंखिना वयाच्वंगु ख । वंगु जुनय् प्रधानमन्त्री कानं सदनं मू स्वंगू कानुन पारित यागु खण्डय् थ पदपाखें राजीनामा बिइत तयार दुगु घोषणा यागु ख । थौं संसदं उगु विधेयक पारित यायेवं कानं वंगु जुनया प्रतिबद्धताकथं पदपाखें राजीनामा ब्यूगु जानकारी ब्यूगु ख । वय्कलं वइगु सोमवा पार्टीया न्हूगु नेतृत्वय् मेगु निर्वाचित मनू जुइधुंका प्रधानमन्त्री पदपाखें नं राजीनामा बिइगु घोषणा यागु ख ।,https://www.nepalmandal.com/content/15821.html
45,व्हाइ दिस हीरोगिरी डी.... ,"Wed Jan 4, 2012  9:07 am","तामिल पहलं हालातःगु अंग्रेजी खँग्वः दुगु म्ये 'कोलावेरी डी' तसकं लोकं व्हायेवं कोलकाता पुलिसं थुगु खँग्वःलिसे ज्वःलाःगु न्हूगु अभियान न्ह्याकूगु दु । 'व्हाइ दिस हीरोगिरी डी' धकाः नारा बियाः न्ह्याकूगु थुगु अभियान बिना हेलमेट मोटरसाइकल गइपिन्त  जनचेतना फैले यायेत खः धकाः धाःगु दु । कोलकाता पुलिसं कोलकाताय् थाय्‌थासय् 'व्हाइ दिस हीरोगिरी, हीरोगिरी, हीरोगिरी डी' धकाः नारा सहितया होर्डिङ बोर्ड तयाहःगु दु । अथे ला 'व्हाइ दिस कोलावेरी डी' लोकं व्हायेवं थ्वलिसे ज्वःलाःगु थीथी प्यारोडी दयेकेगु लिसें, विज्ञापन आदि नं दयेका वयाच्वंगु खः । भिडीयो सेयरिङ साइट यूट्यूबय् अपलोड जुइधुंकाः लत्या दुने हे तीन करोड पटक स्वःगु थुगु भिडियोयात सीएनएन टेलीभिजनं सन् २०११ या दक्कले लोकंव्हाःगु म्ये धकाः न्ह्यथंगु दु ।",https://www.nepalmandal.com/content/17997.html
46,आईरीन वाफय् आः क्यानाडाय् ,"Mon Aug 29, 2011  11:31 pm",अमेरीकाया पूर्वी तटय् वःगु आयरीन नांया वा फय् क्यानाडापाखे न्ह्यःने न्ह्यानाच्वंगु अधिकारीतय्सं जानकारी ब्यूगु खः । थुगु तच्वयेक वःगु वा फय्पाखें आःतक्क नीछम्ह मनूत सीधुंकूगु पुष्टी जूगु दु । थुकियापाखें लखौं मनूत प्रभावित जूगु दु । धुकुमाः यानातःगु अःखः न्यूयोर्कय् वा फसं म्हो क्षति जक जूगु खः । गुिकं यानाः छेँय् त्वःतूिपं स्वंगू लख मनूत छेँय् लिहांवने धुंकूगु दु ।,https://www.nepalmandal.com/content/15867.html
47,लिबियाय् अन्तराष्ट्रिय सेना तैनाथ यायेगु प्रस्ताव विद्रोहीत पाखें अस्वीकार ,"Thu Sep 1, 2011  9:35 am",लिबियाया अन्तरिम सरकारया नेतृत्व यानाच्वंगु पुचलं थःगु देशय् गुगुं नं कथंया अन्तराष्ट्रिय सेना तैनाथ यायेगु प्रस्तावयात अस्वीकार याःगु दु ।  लिबियाया निंतिं संयुक्त राष्ट्र संघया दूत इयान मार्टिनं लिबिया विद्रोही पुचःपाखें अन्तराष्ट्रिय सेना तैनाथ यायेगु बिचाः अस्वीकार यायेगु जानकारी बिउगु खः । राष्ट्र संघया दुत मार्टिनं लिबियाय् अन्तराष्ट्रिय सेना पर्यवेक्षकया कथं तैनाथ यायेगु बिचाः यानाच्वंगु खःसां विद्रोहीतय्सं उकियात अस्वीकार याःगु खः । उखे राष्ट्र संघया अस्थायी सुरक्षा परिषद प्रमुखं नं लिबियाया सुरक्षाया निंतिं पिनेया ग्वाहालि आवश्यक मजूगु खँ धाःगु खः ।,https://www.nepalmandal.com/content/15910.html
48,"चिली छगः सैनिक विमान दुर्घटनागस्त, फुक्कं यात्रुत सित ","Sun Sep 4, 2011  11:18 am","दक्षिण अमेरिकी देय् चिलीया छगः सैनिक विमान दुर्घटनाग्रस्त जूगु दु । मुक्कं नीछम्ह यात्रुत दुगु उगु विमान प्रशान्त महासागरय् दुर्घटनाग्रस्त जूगु चिलीया रक्षा मन्त्रालयं न्ह्यथंगु दु । कासा-२१२ नांया उगु विमानय् च्वनावंपिं यात्रुत घटनास्थलय् हे मदुगु खः । विमानय् निम्ह पत्रकार, सैनिक नापं संस्कृति मन्त्रालयया अधिकारत दुगु खँ धाःगु दु । ज्वालामुखी विष्फोटन जुयाः प्रभावित मनूतय्त उदार यायेत वंगु उगु सैनिक विमान इन्धन अभावया हुनिं दुर्घटना जूगु अनुमान याःगु दु ।",https://www.nepalmandal.com/content/15947.html
49,"दिल्लीया अदालत पिने बम विष्फोट / गुम्ह सित, पीन्याम्ह घाःपा ","Wed Sep 7, 2011  12:28 pm",भारतया राजधानी न्हू दिल्लीस्थित उच्च अदालत पिने बुधवाः सुथय् बम विष्फोट जूगु दु । सुथसिया १० बजे जूगु विष्फोटय् लानाः गुम्ह सीगु दुसाः पीन्याम्ह घाःपा जूगु पुष्टि भारतया गृह सचिव आरके सिंहं याःगु दु ।  अदालतया न्यागू नम्बरया गेट नापं च्वंगु रिसेप्सनय् तयाःतगु छगः ब्रिफकेस दुने उगु बम तयातःगु खँ प्रहरीं धाःगु दु । बम विष्फोट सुनां व छाय् याकूगु धइगु बारे सीकेमफुनी । थ्वस्वयां निला न्ह्यः जुनय् नं उगु हे अदालत पिने बम विष्फोट जूगु खःसा उगु इलय् सुनं घाःपा मजूगु खः ।,https://www.nepalmandal.com/content/16014.html
50,ट्विन टावर आक्रमणया छगू दशक ,"Mon Sep 12, 2011  11:49 am","अमेरिकां सेप्टेबर ११ य् जूगु आक्रमणया झिदँ अर्थात छगू दशक क्यंगु लसताय् झिदँया दिवस न्यूयोर्क व वासिङ्टन डी सी व पेन्सील्भेनियाय् ब्यागलं ज्याझ्वःलिसे हंगु दु । प्यंगः हाइज्याक यानातःगु हवाई जहाजपाखें स्वंगू शहरय् याःगु आक्रमणय् लानाः सीपिं थ्यंमथ्यं स्वद्वःया लुमन्तिइ स्मृतिसभा याःगु खः । ट्विन टावर दुगु वर्ड टे्रड सेन्टरया लागाय् अमेरिकां आधिकारिक स्मृतिसभा ग्वसाः ग्वःगु खः । थ्वहे दथुइ राष्ट्रपति बाराक ओबामां अमेरिका न्ह्याबलें आतंकवादया विरुद्धय् सचेत जूगु न्ह्यःथंगु दु । न्हापा थें हे थुगु दँ नं न्यूयोर्कय् जूगु ज्याझ्वलय् थीथी घाःपाः जूपिनिगु नां सार्वजनिक याःगु दु । लुमंके बह जू, झिदँ न्ह्यःया आक्रमणया झ्वलय् स्वंगूगु जहाज पेन्टागनय् थक्कर नकूगु खःसा प्यंगूगु जहाजय् दुपिं यात्रुतय्सं हाइज्याकरतलिसे प्रतिरोध याःगु कारण पेन्सील्भेनियाया सान्स्किभिल  मैदानय् दुर्घटना जूगु खः । आइतवाः जूगु स्मृतिसभाया हे झ्वलय् ट्विन टावर न्ह्यःने प्रत्येक पुखुलिइ छगू एकडय् न्यनाच्वंगु निगू पुखूत उलेज्या नापं यायेगु घोषणा याःगु खः । सेप्टेम्बर ११ य् सीपिं सर्वसाधारण व सन् १९९३ सं वर्ड टे्रड सेन्टरय् जूगु बम हमलाय् सीपिं खुम्हसिया नं नां दुथ्याकूगु ताम्रपत्र तइगु साचार माध्यमतय्सं जानकारी ब्यूगु खः । राष्ट्रपति बाराक ओबामां स्वंगुलिं थासय् सप्ताहब्यापी ज्याझ्वलय् ब्वति कायेगु ज्याझ्वः दुगु नापं न्ह्यःथंगु दु ।",https://www.nepalmandal.com/content/16120.html
51,रामदेवयाके अल्याख अबैध सम्पति ,"Wed Sep 14, 2011  3:00 am",भारतय् भ्रष्टाचार विरोधी अभियानय् सकि्रय योगगुरु रामदेवयाके तःधंगु ल्याखय् अबैध सम्पति दुगु खँ पिहांवःगु दु । रामदेवया विश्वासपात्र आचार्य बालकृष्णया नीजि सहायक गगन कुमारया नामय् लिपांगु दँय् करोडौंया सम्पति स्वाःगु दु । झिद्ध लच्छिया तलब काइम्ह गगनया नामय् करोडौंया सम्पति गुकथं वल धइगु बारे छु नं स्रोत चूलाकेपुूगु मदुनि । गगनया हे नामय् न्याःगु जग्गाय् पताजली योगपिठया स्वामित्व दु । सम्पत्तिइ ट्रस्टया धेबा लाःगु जूसा सम्पत्ति मनूया नामय् छाय् ट्रस्टया मजूसे थुलि तःधंगु धेबा गगनयाके गनं वल धइगु न्ह्यसः ब्वलंगु दु । उगु सम्बन्धय् बालकृष्णं धाःसा छुं नं न्वंमवाःगु भारतीय पत्रिका अमर उजालां न्ह्यःथंगु दु । १४ मे २०१० य् कालाजरीइ न्ह्यद्ध व न्यासः व नीन्यागू वर्गमिटर जमिन छगू करोड स्वीन्ह्यगू लख स्वीन्याद्धलं न्याःगु उगु जमिन गगनया नामय् दुगु खः । बालकृष्णया निजी सहायक गगनं प्यान नम्बर काःसां नं कर दाखिला मयाःगु उत्तराखण्ड आयकर विभाग सूत्रया दाबी दु ।,https://www.nepalmandal.com/content/16176.html
