headline,final_news,date
इजरायलं परमाणु वैज्ञानिकया हत्या याःगु द्वपं,"येँ (बीबीसी)- इरानया राष्ट्रपतिं इजरायलं थःगु देय्या वरिष्ठतम परमाणु वैज्ञानिकया हत्या याःगु द्वपं बिउगु दु । इरानया राष्ट्रपति हसन रुहानी उगु द्वपं बिउगु खः । लिसे राष्ट्रपतिं वैज्ञानिकया हत्याया बदला गुगुं नं इलय् कायेगु ख्याच्वः नं बिउगु दु।
                    
                    
                 इरानया परमाणु वैज्ञानिक मोहसिन फख्रिजजादेहया हत्यां वंगु शुक्रवाः जूगु खः । तर इजरायलं धाःसां इरानी राष्ट्रपतिया द्वपंयात कयाः गुगुं नं कथंया प्रतिक्रिया बिउगु मदुनि । तर ताः ई न्ह्यवंनिसें इरानया परमाणविक ज्याझ्वः न्ह्याकेगु निंतिं ज्या यानाच्वंम्ह फख्रिजादेह प्रमुख खः धइगु द्वपं बिया वयाच्वंगु खः । सन् २०१० निसें २०१२ तकया दुने इरानया प्यम्ह परमाणु वैज्ञानिकया हत्या जुइधुंकूगु दुसा वैज्ञानिकया हत्याय् इजरायलया संलग्नता दुगु द्वपं इरानं बियाच्वंगु दु । इरानं परमाणु वैज्ञानिकया हत्या जूसां नं थःगु परमाणु उत्पादन यायेगु ज्यायात धाःसा निरन्तरता बीगु खँ धाःगु दुसा इरानं हाकनं परमाणु हतियार दयेकेगु ज्याझ्वःयात न्ह्याकल धाःसा अमेरिका व अमेरिकाया साझेदार देय्लिसे तनाव अप्वये फइगु आशंका प्वंकूगु दु । इरानं थःगु परमाणविक ज्याझ्वः नितान्त रुपं शान्तिपूर्ण उद्देश्यया निंतिं जूगु खँ धायेगु यानाच्वंगु दुसा इरानं युरेनियम उत्पादन अप्वयेकेवं उकियात कयाः थीथी आशंका नं ब्वलनाच्वंगु दु । युरेनियम गैरसैनिक उत्पादन सैनिक अस्त्र दयेकेगु निगुलिं ज्या महत्वपूर्ण भूमिका दु । सन् २०१५ सं खुगू शक्ति राष्ट्रलिसे जूगु सम्झौताय् इरानय् युरेनियम उत्पादनयात म्हो याना बिउगु खः । तर सन् २०१८ सं अमेरिकी राष्ट्रपति डोनाल्ड ट्रम्पं थःगु देय्यात उगु सम्झौतापाखें बिस्कं जूगु घोषणा यायेवं इरानं सहमतियात माने मयाःगु खः । खुगू देय् व इरान दथुइ जूगु सम्झौतायात इजरायलं विरोध याना वयाच्वंगु खः । तर अमेरिकी राष्ट्रपति निर्वाचित जूम्ह जो वाइडेनं धाःसा इरान लिसे जूगु सम्झौताय् थः हाकनं लिहां वयेगु प्रतिवद्धता दु । फाख्रिजादेह परमाणु वैज्ञानिक निसे इरानया ‘इस्लामिक रिभोल्युशनरी गार्ड कर्प्स’ या वरिष्ठ अधिकारी खः । सन् २०१८ सं इजरायलं लुइकूगु छगू गोप्य दस्तावेजया कथं परमाणु अस्त्र दयेकेगु निंतिं फाख्रिजादेहं मू भूमिका म्हितूगु खः ।",???? ???????  चतुर्दशी
बेलायतय् कोराना खोपयात स्वीकृति,"एजेन्सी – कोभिड १९ विरुद्ध छुं नं खोपयात स्वीकृति बिउगु न्हापांगु देय् बेलायत जूगु दु । बेलायतं अमेरिकी कम्पनी फाइजर व वया जर्मन सहायक कम्पनी बायोएनटेकं दयेकूगु कोरोनाविरुद्धया खोपयात स्वीकृत बिउगु खः । खोपयात स्वीकृत बेलायती नियमक संस्था एमएचआरएया कथं आः थ्व खोप वइगु वालं निसें बिइगु सुरु याःसां जिल ।
                    
                    
                 ९५ प्रतिशत तकं सुरक्षा बीत सफल धयातःगु थ्व खोप दकलय् अप्वः जोखिमय् लानाच्वंपिंत बीगु सुरु याइगु खँ धाःगु दु। बेलायतं थ्व खोपया ४ करोड मात्रा न्यायेधुंकूगु दु। गुगु निगू करोड मनूतय् निंतिं कुगाः । बेलायतं न्यानातःगु मध्ये छगू करोड खोप तुरुन्त हे उपलब्ध जुइगु व थप च्यागू लाख खोप वइगु वाःया दुने थ्यनीगु खँ धाःगु दु । फाइजरं विकास याःगु थ्व खोप इतिहासय् हे दकलय् याकनं स्वीकृत कायेत ताःलाःगु खोप नं जूगु दु। खोप दयेकेगु सुरु याःगु झिला दुने हे थ्व खोपं अनुमति कायेत ताःलाःगु खः । गुलिखे खोपतय्त थथे अनुमति कायेगु निंतिं झिदँ तक नं बीगु याः । एनएचएसया प्रमुख कार्यकारी सर साइमन स्टेभेन्सं बेलायतय् स्वास्थ्य सेवाय् देय्या इतिहासया हे दकलय् वृहत खोप कार्यक्रमया तयारी जुयाच्वंगु खँ धयादीगु दु। खोप कार्यक्रमया निंतिं ५० गू अस्पताल तयारी अवस्थाय् हे तयेधुंकूगु दुसा मेगु खोप केन्द्र नं तयार यायेगु सुरु यानाहःगु दु । फाइजरं विकास याःगु थ्व खोपया परीक्षणया इलय् थुकिं शरीरयात कोरोना भाइरसलिसे ल्वायेगु एन्टिबडी दयेकेत व टि-सेल धाइगु शरीरया रोग प्रतिरोधी क्षमतायात मेगु भाग तयार यायेत अभ्यस्त यायेत ताःलाःगु खनेदुगु खः । थ्व छम्हेसित खोप स्ववाःया अन्तराय् निगू मात्रा बीमाः । अमेरिका, जर्मनी, ब्राजिल, अर्जेन्टिना, दक्षिण अफ्रिका व टर्किइ जूगु परीक्षणय् थ्व खोपया निगूगु मात्रा काःगुया न्हय्न्हु दुने खोप काःपिं मध्ये ९० प्रतिशतयात कोरोना भाइरस संक्रमणपाखें सुरक्षा बिउगु खनेदुगु खः । फाइजरं थ्व दँया अन्त तकया दुने न्यागू करोड मात्रा खोप आपूर्ति यायेफइगु व सन् २०२१या अन्त तकया दुने छगू अर्ब ३० करोड मात्रा खोप आपूर्ति यायेफइगु खँ धाःगु दु ।",???? ?????? तृतीया
रक्षा विधेयकय् राष्ट्रपति ट्रम्पं तःगु भिटो खारेज,"एजेन्सी – अमेरिकी संसदं रक्षा खर्च सम्बन्धी विधेयक राष्ट्रपति डोनाल्ड ट्रम्पं छ्यःगु भिटोयात चिइकाबिउगु दु। राष्ट्रपति ट्रम्पया कार्यकालय्व य्कलं छ्यलादीगु भिटोयात संसदं अस्वीकार याःगु थ्व न्हापांखुसी खः । वय्कःया हे पार्टी रिपब्लिकनतय् नियन्त्रणय् दुगु च्वय्या सदन सिनेटं राष्ट्रपतिया भिटो चिइकेत दुर्लभ रुपं संसदय् सहलह न्ह्याकूगु खः । सिनेटया ८१ म्ह सांसदत राष्ट्रपतिया भिटोया विरुद्धय् दंगु खःसा झिंस्वम्हेस्यां जक राष्ट्रपतियात समर्थन याःगु खः । सिनेटं ट्रम्पं भिटो छ्यलाः पनेत स्वःगु नेशनल डिफेन्स अथराइजेसन एक्ट (एनडीएए)यात पारित याःगु दु। थ्व विधेयकयात कयाः क्वय्या सदन हाउस अफ रिप्रेजेन्टिभं न्हापा हे स्वीकृति बीधुंकूगु दु ।
                    
                    
                 न्हूगु रक्षा विधेयक वइगु दँया रक्षा नीतिया निंतिं ७ खर्ब ४० अर्ब डलरया प्रस्ताव दुथ्याःगु विधेयक खः । राष्ट्रपति ट्रम्प थ्व विधेयकया छुं छुं व्यवस्थायात कयाः न्ह्यसः थँसे थुकियातपनेत स्वःगु दु। अफगानिस्तान व युरोपं अमेरिकी सेना लित हयेगु विषययात सीमित यायेत स्वःगु खँय्ट्र म्पया असन्तुष्टि दुगु खः । राष्ट्रपति ट्रम्पं थ्व विधेयकय् दुथ्यानाच्वंगु सामाजिक सञ्जाल कम्पनीतय् जिम्मेवारी स्पष्ट यायेमाःगु व्यवस्थायात नं चिइके चाहे जूगु खः । थःगु भिटोविरुद्ध मतदान लिपा ट्रम्पं ट्विट यानातःगु धाःगु दु, ‘रिपब्लिकन सिनेटरतय्सं नं सेक्सन २३० पाखें मुक्ति जुइगु ह्वःताः त्वःफिकूगु दु। गुकिं तःधंगु प्रविधि कम्पनीयात असीमित अधिकार बियातःगु दु। दयनीय !’ राष्ट्रपति ट्रम्पं थ्वयां न्ह्यव च्यागू विधेयकय् भिटो छ्यलेधुंकूगु दु। थ्व फुक्कं भिटोय् धाःसा रिपब्लिकन सांसदतय्सं साथ बिउगु खः । तर राष्ट्रपतिया कार्यकाल क्वचायेत छुं ई ल्यं दनिबलय् धाःसा रिपब्लिकनतय्सं हे राष्ट्रपतियात साथ मबिल । ट्रम्पं ४५०० पेजया थ्व विधेयकयात चीन व रुसपाखें वःगु उपहार धकाः टिप्पणी याःगु दु ।",???? ??????? चौथी
यमनय् न्हूपिं मन्त्रीतय्त मिसाइल आक्रमण,"एजेन्सी – यमनया दक्षिणी लागय् लाःगु एडन सहरया विमानस्थलय् हुथी विद्रोहीतय्सं याःगु आक्रमणय् लानाः म्होतिं नं २२ म्हेसिया ज्यान वंगु दुसा न्यय्म्हं मल्याक घाःपाः जूगु दु ।  यमनय् गठन याःगु न्हूगु मन्त्रिपरिषद्या दुजःपिं साउदी अरबं च्वनावःगु छगः विमान दिकेहःगु छुं ई लिपा हे विस्फोट जूगु खः । तर थ्व घटनाय् प्रधानमन्त्री लिसें मन्त्रिपरिषद्या सकलें दुजःपिं सकुशल दुगु खँ धाःगु दु। घटनाय् लानाः सीपिं विमानस्थलया अधिकारीपिं व ग्वाहालिमित जूगु खँ धाःगु दु । यमनया सुचनामन्त्री हूथी विद्रोहीतय्सं  कायरतापूर्वक आतंकवादी ज्या याःगु द्वपं बिउगु दु ।
                    
                    
                 भिडियोय् विमानं यात्रुत कुहां वयाच्वंगु इलय् तःधंगु विस्फोट जूगु खनेदुगु खः । मन्त्रीतय् लसकुसया निंतिं थ्यंगु भिड एयरपोर्ट टर्मिनलपाखें कुँ त्याःत्याः पिहां वःगु खनेवं भागमभाम जूगु खः । थ्वयां छुं ई लिपा हे गोली चले जूगु सः नं तायेदुगु खः । समाचार संस्था एएफपीया संवददातां थःम्हं म्होतिं नं निक्वः विस्फोट जूगु ताःगु खँ धाःगु दु। साउदी अरबया छगू टेलिभिजन च्यानलय् प्रसारण जूगु भिडियोय् धावनमार्गय् क्षेप्यास्त्र आक्रमण जुइवं विस्फोट जूगु खः । हुथी विद्रोहीतय् थ्व आक्रमण लिपा हुथीतय् नियन्त्रणय् दुगु यमनया राजधानी सानाय् बुधवाः हे हवाई आक्रमण जूगु दु। हुथीतय्सं सरकारया नियन्त्रणय् दुगु एडेन सहरया विमानस्थलय् आक्रमण याःगु छुं घौ लिपा हे सानाय् आक्रमण याःगु खः । यमन सरकारया समर्थन याना वयाच्वंपिं साउदी नेतृत्वया गठबन्धनं थ्व हवाइ आक्रमण याःगु खँ धाःगु दु । सन् २०१५ निसें यमन द्वन्द्वय् लानाच्वंगु दु ।  सउदी अरबया नेतृत्वय् दुगु अरब राष्ट्रतय् पुचलं हुथी विद्रोहीतय्त पराजित यायेगु व राष्ट्रपति अब्दराबा मन्सुर हादीया शासन पुनस्थापित यायेगु निंतिं सैन्य कारवाही यायेगु सुरु यायेवं यमनय् द्वन्द्व तच्वःगु खः । थ्व हे द्वन्द्वःया कारणं यमनय् १ लाख १० हजार स्वयां मल्याक मनूतय् ज्या वनेधुंकूगु दुसा लखौं मनूत नये मखंका च्वनेमालाच्वंगु दु ।",???? ??????? पारू 
भारतय् निगू खोपयात स्वीकृति,"एजेन्सी – भारतय् कोभिड १९ सम्बन्धी निगू खोपयात आपतकालिन अवस्थाय् छ्यलेगु कथं स्वीकृति बिउगुदु । थ्व निगू खोप मध्ये छगू अक्सफोर्ड विश्वविद्यालयं एस्ट्रोजेनिक कम्पनी लिसे जानाः दयेकूगु ‘कोभिसिल्ड’ व भारतय् हे विकसित याःगु ‘कोभ्याक्सिन’ खः । कोभ्याक्सिनं भारतया बायोटेक कम्पनीं इन्डियन काउन्सिल अफ मेडिकल रिसर्चलिसे जानाः दयेकूगु खः ।
                    
                    
                 भारतया नियामक निकाय ड्रग्स कन्ट्रोलर जनरल अफ इन्डिया (डिसीजीआई)नं कोभिसिल्ड खोप ७०.४२ प्रतिशत तक प्रभाविकारी जूगु खँ धाःगु दु । अथेहे कोभ्याक्सिन नं सुरक्षित दुगु व थुकिं प्रतिरक्षा क्षमता बल्लाकेत ग्वाहालि याइगुखँ धाःगु दु । डिसीजिआइया निर्णययात कयाः छगू ट्विट यासें भारतीय प्रधानमन्त्री नरेन्द्र मोदी निर्णायक पलाः जूगु खँ धयादीगु दु । वय्कलं ‘बधाई भारत’ धासें थ्व खोपं देय्यात कोरोना मुक्त यायेत ग्वाहालि याइगु विश्वास प्वंकादीगु दु । भारतं थ्व दँय् जक स्वीद्वः भारतीयतय्त खोप बीगु योजना दयेकाच्वंगु दु । कोभिशिल्ड व कोभ्याक्सिन निगुलिं खोप निगू चरणय् बीमाः । थ्व खोपयात २ निसें ८ डिग्री सेल्सियस तापक्रमय् तयेमाः । अक्सफोर्ड व एस्ट्रोजनं विकास याःगु खोप भारतय् स्थानीयरुपं सेरम इन्स्टिच्यूटं उत्पादन यानाच्वंगु दु। थ्व इन्स्टिच्यूटं लछिया न्याद्वः मात्रा खोप उत्पादन यायेगु खँ धाःगु दु । भारतय् कैडिला हेल्थकेयरं विकास याःगु मेगु छगू खोपयात नं स्वंगूगु चरणया परिक्षणया निंतिं स्वीकृति बीधुंकूगु दु ।",???? ??????? चौथी
अमेरिका लक्षित चिनिया सामान निर्यातय् प्रतिबन्ध,"एजेन्सी – अमेरिकायात लक्षित यानाः चीनं सामान निर्यात सम्बन्धी कठोर कानुन हःगु खः । थ्व कानुन कथं नियन्त्रित वस्तुत निर्यातय् प्रतिबन्ध तयाबिउगु दु। थ्व नियमत चिनियाँ राष्ट्रिय सुरक्षाय् प्रतिकूल प्रभाव लाइगु सैन्य प्रविधि व मेमेगु उत्पादनया निर्यातलिसे सम्बन्धित खः ।
                    
                    
                 चीनं हःगु थ्व न्हूगु नियम अमेरिकां ल्ह्वःगु थज्याःगु हे कथंया पलाःया लिसः जूगु खा धाःगु दु । मंगलवाःनिसें कार्यान्वयनय् वःगु थ्व न्हूगु नियमं चीन व अमेरिका दथुइ न्ह्यानाच्वंगु व्यापार युद्धयात अझ तच्वयेकीगु खँ धाःगु दु । अमेरिकां छुं ई न्ह्यव हे टिकटक, हुवावे व टेन्सेन्ट थेंज्याःगु चिनियाँ कम्पनीइ अंकुश तयेगु ज्या यायेधुंकूगु दु । अमेरिकी राष्ट्रपति डोनाल्ड ट्रम्पं थुपिं कम्पनीतय्सं चिनियाँ सरकारयात सुचं उपलब्ध याकाच्वंगु धासें थीथी चिनियाँ प्रविधि कम्पनीयात प्रतिबन्ध तयेगु आदेश बिउगु खः । चीनं आः हःगु न्हूगु कानुन प्रविधि युद्ध तच्वयावंगुया प्रतिक्रिया कथं वःगु खँ नेशन युनिभर्सिटी अफ सिंगापुरया प्राध्यापक एलेक्स काप्रीं धयादीगु दु । वय्कःया कथं चीनं थःपिनिगु बल्लाःगु प्रविधियात मेपिंत छ्ययेके मबिइगु कुतः कथं थ्व निकासी सम्बन्धी कानुन हःगु खः । बिबिसी एशिया बिजनेश रिपोर्टलिसे खँ ल्हासें वय्कलं धयादीगु दु, ‘चीनं आर्टिफिसिय इन्टेलिजेन्स (एआई) व कम्प्यूटर एल्गोरिदमयात नियन्त्रण यानाः अमेरिकां चिनियाँ कम्पनीयात तःगु प्रतिबन्धया बदला स्वरुप थज्याःगु प्रविधि मेपिंत छ्ययेके मबिइत स्वःगु खनेदु ।’ प्रोफेसर काप्रीया कथं अमेरिका व चीन दथुइ न्ह्यानाच्वंगु थ्व व्यापार युद्ध आः अमेरिकाय् न्हूम्ह राष्ट्रपतिं सत्ता लःल्हाना कायेधुंकाः नं न्ह्याना हे च्वनीगु खनेदु। ‘आः चीनलिसे न्हूगु शितयुद्धय् दु, अले थ्व प्रविधि शितयुद्ध खः’ वय्कलं धयादीगु दु । चीनं निर्यातय् नियन्त्रण तःगु सामानयात थीथी समूहय् बर्गिकृत याःगु दु, गुकी परमाणु, सैन्य सामग्री व गैर सैनिक व सैनिक निखेरं छ्यलाबुलाय् वइगु सामानत लाः । थ्व कानुन कथं नियम हाचां गायाः निर्यात यात धाःसा साढे सातलाख डलर निसें कारोवारया १० गुणा तक जरिवाना यायेगु व्यवस्था न्हूगु कानुनय् याःगु दु। अथेहे थ्व कानुन कथं देशं पिने च्वंगु संस्था व व्यक्तियात नं कारवाही यायेफइ । थ्व कानुनं पृथ्वीं पिकाइगु दुर्लभ खनिजया निर्यातय् नं प्रभावित यायेफुगु धासें थज्याःगु सामानया भाः थहां वंगु दु। चीन दुर्लभ बहुमूल्य खनिजया दकलय् तःधंगु आपूर्तिकर्ता देय् खः । थ्व खनिज मोबाइल फोन निसें वायु ऊर्जाया निंतिं आवश्यक टर्बाइन थेंज्याःगु विद्युतीय सामग्री दयेकेत छ्यली ।",???? ?????? दुतिया
सिनोफार्मया खोपयात चीनया स्वीकृति,एजेन्सी – चिनियाँ कम्पनी सिनोफार्मं विकास याःगु कोभिड १९ या खोपयात चीन सर कारं सशर्त अनुमति बिउगु दु । सिनोफार्मं थ्व खोप ७९ प्रतिशत प्रभावकारी जूगु दावी यानाच्वंगु दु । थ्वयां न्ह्यव हे सिनोफार्म विकास याःगु खोप आपतकालीन प्रयोग अन्तर्गत ४५ लाख चिनियातय्त बीधुंकूगु दु । चीन सरकारया अनुमति लिपा आः थ्व खोप सर्वसाधारणयात बी जिइगु जूगु दु ।,???? ??????? दुतिया
बिटक्वाइनया भाः ३६ लाख थ्यन,"एजेन्सी – भर्चुअल क्रिप्टोकरेन्सी बिटक्वाइनया भाः न्हापांखुसी ३० हजार डलरं च्वय् थहां वंगु दु । बिटक्वाइन छगःया भाः आः नेपाली मू कथं ३६ लाख स्वयां अप्वः थ्यंगु दु । शनिवाः छगः बिटक्वाइनया भाः ३० हजार ८२३.३० अमेरिकी डलर थ्यंगु खः । छुं वाः न्ह्यव जक थुकिया भाः २० हजारं थहां वंगु खः ।
                    
                    
                 विज्ञतय् कथं अमेरिकी डलरया अवमूल्यन जुइगु क्रम न्ह्यानाच्वंगु अवस्थाय् थुकिया भाः अझ थहां वनेफुगु खँ धाःगु दु । अमेरिकी डलरया भाः थगुने मार्चय् कोरोनाभाइरसया कारणं अप्वःगु खःसा थ्व लिपा अमेरिकी धुकूपाखें यक्व खर्च जूगुलिं डलरया भाः कुहां वनाच्वंगु दु । बिटक्वाइट अमेरिकी डलर वा मेमेगु मुद्रा थें हे छ्यलाबुला जुइ । आः हे जक अनलाइन पेमेन्ट गेटवे पेपालं बिटक्वाइनपाखें कोरोबार यायेफइगु याःगु दु । बिटक्वाइनया भाः नं डलर थें थहां कुहां जुयाच्वनेगु याः । सन् २०१७ य् नं बिटक्वाइनया भाः २० हजार डलर थ्यंगु खःसा थुकिया भाः दकलय् म्हो ३,३०० डलर तक नं थ्यंगु दु। थगुने नोवेम्भरय् नं १८ हजार डलर थ्यनेधुंकूगु थुकिया भाः हाकनं कुहां वंगु खः ।",???? ??????? षष्ठी
इन्डोनेशियाय् भुखाय् ब्वयां पीम्हं मल्याक मंत,"एजेन्सी – इन्डोनेशियाया सुलावेसी द्वीपय् भुखाय् ब्वयाः पीम्हं मल्याक मनूत ज्यान वंगु खः । भुखाचं यानाः छगू अस्पताल लिसें तःखा छेँ दुनावःगु खँ स्थानीय अधिकारीतय्सं धाःगु दु। दुंगु छेँया भग्नावशेष चिइकाः मालेज्या न्ह्यानाच्वंगु दु । थ्व द्वीपय् शुक्रवाः छगू चिकिचाधंगु भुखाय् ब्वःगु खःसां थ्वयां घौछि लिपा हे ६.२ म्याग्निच्यूडया तःधंगु भुखाय् ब्वःगु खः । भुखाचय् लानाः सलंसः मनूत घाःपाः जूगु दुसा द्वलंद्वः मनूत विस्थापित जूगु खँ धाःगु दु ।
                    
                    
                 सुलावेसीया मामुजु नगरय् लाःगु अस्पतालया न्यातँजाःगु छेँय् दुनावःबलय् थुकी लानाः च्याम्ह सीगु खः । थ्व भवनं जक ६० म्हेसिया सुरक्षित उद्धार जूगु खः । भुखाचय् लानाः सीपिनि ल्याः अप्वयेफुगु खँ स्थानीय अधिकारीतय्सं धाःगु दु। भुखाचं यानाः मत मदुगु व फोनया लाइन नं मदुगुलिं उद्धारज्या प्रभावित जुयाच्वंगु दु  । शुक्रवाः ब्वःगु भुखाय् माजेने नगरं ६ किलोमिटर तापक  केन्द्रविन्दु लाःगु खःसा भुखाय् १० किलोमिटर क्वं न्ह्याःवंगु खँ धाःगु दु । भुखाय् लिपा आधिकारीक रुपं सुनामीया ख्याच्वः बिउगु मदु, तर द्वलंद्वः मनूत छेँ त्वःताः सुरक्षित थासय् च्वंवंगु दु। तर अधिकारीतय्सं तःधंगु भुखाय् ब्वःलिं लिभुखाय् ब्वयेफुगु व थुकिं सुनामी नं वयेफुगु खँ धयाच्वंगु दु। इन्डोनेशिया अप्वः थें भुखाय् ब्वयाच्वनीगु देय् खः । सन् २०१८ य्सु लावेसीइ ब्वःगु भुखाचय् लानाः निद्वलं मल्याक मनूतय् ज्यान वंगु खः । सन् २००४ य् इन्डोनेसियाय ९.१ म्याग्निट्युडया भुखाय् ब्वःगु खः गुकिं यानाः हिन्द महासागरय् सुनामी नं वःगु खः । सुनामीं यानाः झिंस्वंगू देय् या २ लाख २६ हजार मनूतय् ज्यान वंगु खःसा इन्डोनेशियाया आचे प्रान्तय् जक १ लाख ७० हजारया ज्यान वंगु खः ।",???? ????????? चौथी
प्रहरी हिरासतय् ल्याय्म्ह सीवं ब्रसेल्सय् प्रदर्शन,एजेन्सी – प्रहरी हिरासतय् छम्ह २३ दँया ल्याय्म्ह सीवं बेल्जियमया राजधानी ब्रसेल्सय् सलंसः मनूत सतकय् कुहां वयाः हिंसात्मक प्रदर्शन याःगु दु। थ्व हुलदंगाया झ्वलय् प्रदर्शनकारीतय्सं बेल्जियमया जुजु फिलिपया गाडी मिप्वालं कयेकूगु दु। हुलदंगा जुयाच्वंगु थासय् कयातःगु छगू भिडियोय् जुजुया गाडीइ मिप्वालं कयेकूगु खनेदुगु खः । उगु गाडी ब्रसेल्सं राजदरवारपाखे लिहां वनाच्वंगु खः । प्रदर्शनकारीतय्सं छगू प्रहरी ज्याकुथि नं मि च्याकाबिउगु दुसा सतकय् नं तोडफपोड याःगु दु ।  शनिवाः सनिलय् कोरोना नियन्त्रणया निंतिं लागु यानातःगु प्रतिबन्ध उल्लंघन याःगु आशंकाय् उम्ह ल्याय्म्हयात ज्वंगु खः ।,???? ????????? दुतिया
रुसी विपक्षी नेता नल्भानीयात ज्वन,"एजेन्सी – रुसया विपक्षी नेता एलेक्सी नभाल्नीयात रुसी प्रहरीं ज्वंगु दु। न्याला न्ह्यव वंगु अगस्तय् तिनि स्नायुसम्बन्धी विष बियाः स्यायेत स्वःम्ह नभाल्नी जर्मनीइ उपचार यानाः मस्को लिहां वःगु छुं ई लिपा हे ज्वंगु खः । नभाल्नीयात ज्वनेवं अमेरिका व युरापेली संघं तुरुन्त त्वःतेत माग याःगु दु ।
                    
                    
                 नभाल्नीयात ज्वंगु ज्याया कुंखिउँसां उमिसं रुसविरुद्ध छुं कारवाही यायेगु धाःसा धाःगु मदुनि । रुसी राष्ट्रपति भ्लादिमिर पुटिनया कट्टर आलोचक ४४ दँया नभाल्नीयात विमानस्थलया पासपोर्ट नियन्त्रण कक्षं हे प्रहरीं ज्वनाः हिरासतय् काःगु खः । जर्मनीं उपचार यानाः लिहां वःम्ह नभाल्नीयात लसकुस यायेत मस्कोया नुकोभो विमानस्थलय् तच्वंगु भीड मुनेवं वय्कः च्वनावःगु विमानयात मेगु हे विमानस्थलय् दिकेयंकूगु खः । नभाल्नीयात विष बिउगु ज्याय् नं राष्ट्रपति पुटिनया इशाराय् रुसी अधिकारीतय् हे ल्हाः दुगु द्वपं लानाच्वंगु दु। खोजपत्रकारतय्सं थ्व द्वपं सही खः धयाच्वंगु दुसा क्रेम्लिनं धाःसा थुकियात अस्वीकार यानाच्वंगु दु । नभाल्नीयात ज्वनेवं अमेरिकाय् राष्ट्रपतिइ निर्वाचित जो बाइडेनया पुचलं तुरुन्त त्वःतेत माग याःगु दु। बाइडेनं राष्ट्रिय सुरक्षा सल्लाकारय्म नोनित याःम्ह जेक सुलिभानं नभाल्नीयात स्यायेगु कुतः याःपिंत कारवाही यायेत नं माग याःगु दु। युरोपेली परिषद्या अध्यक्ष चाल्र्स मिशेलं नभाल्नीयात ज्वंगु अस्वीकार्य धासें वय्कःयात तुरुन्त त्वःतेत आह्वान यानादीगु दु । मेखे प्रहरीं हिरासतय् काःम्ह नभाल्नीं धाःसा थः ग्याःगु मदु धयादीगु दु। मस्कोया शेरेमेत्येभो विमानस्थलय् वय्कःयात ज्वने न्ह्यः थः समर्थकतय्त सम्बोधन यानादिसें वय्कलं जितः छुं ग्याःचिकु मदु धयादीगु खः । वय्कःयात ज्वंबलय् वय्कःया वकिलतय्त नापं वनेत नं पंगु दु। नाल्भानीयात वंगु अगस्तय् साइबेरियाया आन्तरिक उडानं मस्को वयाच्वंगु इलय् विमान दुने हे नोभिचोक नांया स्नायुलय् लिच्वः लाकीगु विष बिउगु खः । विमानय्हे  बेहोश जूगु खःसा लिपा वय्कःयात उपचारया निंतिं जर्मनीइ यंकूगु खः ।",???? ????????? पञ्चमी
आदिवासी जनजाति साहित्यकार महासंघ गठन,"येँ (नेपालभाषा टाइम्स) – नेपाःया आदिवासी जनजाति साहित्यकारतय् राष्ट्रिय संगठनकथं आदिवासी जनजाति साहित्यकार महासंघ नेपाल गठन याःगु दु। नेपाल आदिवासी जनजाति महासंघया कुसा संगठनकथं गठन याःगु महासंघया संयोजकय् साहित्यकार राजन मुकारुब च्वनादीगु दु ।
                    
                    
                 नेपाल आदिवासी जनजाति महासंघया अध्यक्ष जगत बरामया उपस्थितिइ जूगु आदिवासी जनजाति साहित्यकारतय् भेलां महासंघया सह संयोजकय् सरस्वति प्रतीक्षा लालचन व टंक सेलिङ, सचिवय् बुद्ध योञ्जन व आर्थिक संयोजकय् उर्मिला गम्बा थारु च्वनादीगु दु। दुजलय् अञ्जना इछमफुल, अनन्त दनुवार, उत्तम सुनुवार, कृष्ण मेचे, कृष्णराज सर्वहरी, तेजेन्द्र ताजपुरिया, निशा रुम्बा, नेपोलियन चेपाब, रजनी मिला महर्जन, बेचन उराव, विष्णु सिँजाली, भीम किसान लगायत च्वनादीगु दु । थुकथं हे राज्य समितिइ ईश्वर थोकर (ताम्सालिङ), शाक्य सुरेन (नेवाः), छम गुरुङ (तमुवान), गणेशकुमार राई (किरात), जीवन रोकामगर (मगरात), छविलाल कोपिला (थरुहट), मधु केरुङ (लिम्बुवान) संयोजककथं च्वनादीगु दु। मण्डला थिएटरय् जूगु घोषणा सभां महांसंघया युरोप, बेलायत, मलेशिया, बहराइन, अमेरिका, संयुक्त अरब इमिरेट्स, ओमान, साउदी अरब, अस्ट्रेलिया, दक्षिण कोरिया, जापान, हबकबल, कतार लगायत अन्तर्राष्ट्रिय समिति नं गठन याःगु दु। वइगु फागुनया दुने छगू भेला यानाः पूर्ण कार्यसमिति गठन यायेगु नं जानकारी बिउगु दु ।",???? ????????? पञ्चमी
